product_id,molecule_id,strength,unit
PMBJP-2463,MOL-01856,0.5,mg
PMBJP-2463,MOL-02296,0.2,mg
PMBJP-2464,MOL-01856,0.5,mg
PMBJP-2464,MOL-02296,0.3,mg
PMBJP-2465,MOL-01856,1.0,mg
PMBJP-2465,MOL-02296,0.2,mg
PMBJP-2466,MOL-01856,1.0,mg
PMBJP-2466,MOL-02296,0.3,mg
PMBJP-2467,MOL-01926,50.0,mcg
PMBJP-2467,MOL-00890,500.0,mcg
PMBJP-2468,MOL-02008,200.0,mg
PMBJP-2469,MOL-02041,12.5,mg
PMBJP-2470,MOL-02041,25.0,mg
PMBJP-2471,MOL-02072,40.0,mg
PMBJP-2471,MOL-00437,10.0,mg
PMBJP-2471,MOL-01408,40.0,mg
PMBJP-2472,MOL-02072,40.0,mg
PMBJP-2472,MOL-00437,10.0,mg
PMBJP-2472,MOL-01408,40.0,mg
PMBJP-2473,MOL-02072,40.0,mg
PMBJP-2473,MOL-01408,25.0,mg
PMBJP-2473,MOL-00419,12.5,mg
PMBJP-2474,MOL-02075,20.0,mg
PMBJP-2475,MOL-02078,20.0,mg
PMBJP-2475,MOL-00551,10.0,mg
PMBJP-2476,MOL-02078,20.0,mg
PMBJP-2476,MOL-00551,5.0,mg
PMBJP-2477,MOL-02106,100.0,mg
PMBJP-2478,MOL-02106,200.0,mg
PMBJP-2479,MOL-02106,50.0,mg
PMBJP-2480,MOL-01251,150.0,mcg
PMBJP-2481,MOL-02125,60.0,mg
PMBJP-2482,MOL-02161,20.0,mg
PMBJP-2483,MOL-02161,40.0,mg
PMBJP-2484,MOL-02161,60.0,mg
PMBJP-2485,MOL-02163,10.0,mg
PMBJP-2485,MOL-02015,25.0,mg
PMBJP-2486,MOL-02178,40.0,mcg
PMBJP-2486,MOL-02132,5.0,mg
PMBJP-2487,MOL-02301,10.0,mg
PMBJP-2488,MOL-02301,20.0,mg
PMBJP-2489,MOL-02301,5.0,mg
PMBJP-2490,MOL-00097,2.5,mg
PMBJP-2491,MOL-00394,5.0,mg
PMBJP-2492,MOL-01407,25.0,mg
PMBJP-2492,MOL-00097,2.5,mg
PMBJP-2493,MOL-01761,10.0,%
PMBJP-2494,MOL-01903,20.0,mg
PMBJP-2494,MOL-00024,75.0,mg
PMBJP-2495,MOL-02072,80.0,mg
PMBJP-2495,MOL-00420,12.5,mg
PMBJP-2496,MOL-01628,40.0,mg
PMBJP-2496,MOL-00673,10.0,mg
PMBJP-2497,MOL-00551,5.0,mg
PMBJP-2497,MOL-01368,500.0,mg
PMBJP-2498,MOL-00479,200.0,mg
PMBJP-2499,MOL-00016,1.0,%
PMBJP-2499,MOL-01348,5.0,%
PMBJP-2500,MOL-00016,1.5,%
PMBJP-2501,MOL-00505,10.0,mg
PMBJP-2502,MOL-00505,5.0,mg
PMBJP-2503,MOL-01253,1.0,%
PMBJP-2504,MOL-00176,20.0,mg
PMBJP-2505,MOL-00176,80.0,mg
PMBJP-2506,MOL-00217,6.0,%
PMBJP-2506,MOL-01924,3.0,%
PMBJP-2507,MOL-00229,0.1,%
PMBJP-2507,MOL-01501,0.5,%
PMBJP-2508,MOL-00229,0.1,%
PMBJP-2508,MOL-01558,0.3,%
PMBJP-2509,MOL-00239,10.0,mg
PMBJP-2509,MOL-01454,4.0,mg
PMBJP-2510,MOL-01164,3.0,%
PMBJP-2510,MOL-00213,0.2,%
PMBJP-2511,MOL-00304,8.0,%
PMBJP-2511,MOL-00062,10.0,%
PMBJP-2511,MOL-01254,8.0,%
PMBJP-2512,MOL-00309,500.0,mg
PMBJP-2512,MOL-00308,0.25,mcg
PMBJP-2512,MOL-01432,500.0,mg
PMBJP-2512,MOL-02294,500.0,mg
PMBJP-2513,MOL-00309,,
PMBJP-2513,MOL-02289,,
PMBJP-2514,MOL-00368,200.0,mg
PMBJP-2514,MOL-00478,500.0,mg
PMBJP-2514,MOL-01195,200.0,mg
PMBJP-2515,MOL-00408,0.2,%
PMBJP-2515,MOL-01986,0.05,%
PMBJP-2515,MOL-02319,0.09,%
PMBJP-2516,MOL-00414,4.8,%
PMBJP-2516,MOL-02092,9.0,%
PMBJP-2516,MOL-00009,13.1,%
PMBJP-2517,MOL-00450,100.0,ml
PMBJP-2518,MOL-00476,2.0,%
PMBJP-2519,MOL-00503,20.0,mg
PMBJP-2519,MOL-00756,25.0,mg
PMBJP-2520,MOL-00505,5.0,mg
PMBJP-2520,MOL-02047,20.0,mg
PMBJP-2521,MOL-00551,10.0,mg
PMBJP-2521,MOL-01979,50.0,mg
PMBJP-2522,MOL-00551,10.0,mg
PMBJP-2522,MOL-01979,100.0,mg
PMBJP-2522,MOL-01368,1000.0,mg
PMBJP-2523,MOL-00551,10.0,mg
PMBJP-2523,MOL-01979,100.0,mg
PMBJP-2523,MOL-01368,500.0,mg
PMBJP-2524,MOL-00551,5.0,mg
PMBJP-2524,MOL-01368,1000.0,mg
PMBJP-2525,MOL-00551,5.0,mg
PMBJP-2525,MOL-01979,100.0,mg
PMBJP-2526,MOL-00564,180.0,mg
PMBJP-2527,MOL-00564,250.0,mg
PMBJP-2528,MOL-00564,360.0,mg
PMBJP-2529,MOL-00564,400.0,mg
PMBJP-2530,MOL-00564,500.0,mg
PMBJP-2531,MOL-00565,250.0,mg
PMBJP-2532,MOL-00565,500.0,mg
PMBJP-2533,MOL-00568,6.0,mg
PMBJP-2535,MOL-00619,200.0,mg
PMBJP-2536,MOL-00620,1.16,%
PMBJP-2536,MOL-01960,2.5,%
PMBJP-2536,MOL-01262,0.5,%
PMBJP-2536,MOL-01386,10.0,%
PMBJP-2536,MOL-01348,5.0,%
PMBJP-2537,MOL-00619,2.0,%
PMBJP-2537,MOL-01386,10.0,%
PMBJP-2537,MOL-01348,5.0,%
PMBJP-2537,MOL-00009,10.0,%
PMBJP-2538,MOL-00619,50.0,mg
PMBJP-2538,MOL-02114,4.0,mg
PMBJP-2539,MOL-00619,50.0,mg
PMBJP-2539,MOL-02114,8.0,mg
PMBJP-2540,MOL-00699,40.0,mg
PMBJP-2541,MOL-00704,20.0,mg
PMBJP-2541,MOL-01331,1.5,mg
PMBJP-2542,MOL-00704,30.0,mg
PMBJP-2542,MOL-01331,1.5,mg
PMBJP-2543,MOL-00712,10.0,mg
PMBJP-2543,MOL-01710,10.0,mg
PMBJP-2544,MOL-00723,20.0,mg
PMBJP-2545,MOL-00723,40.0,mg
PMBJP-2547,MOL-00746,200.0,mg
PMBJP-2548,MOL-00756,50.0,mg
PMBJP-2549,MOL-00803,0.5,mg
PMBJP-2549,MOL-00773,10.0,mg
PMBJP-2550,MOL-00803,0.5,mg
PMBJP-2550,MOL-00773,5.0,mg
PMBJP-2551,MOL-00803,1.5,mg
PMBJP-2552,MOL-00810,60.0,mg
PMBJP-2552,MOL-01776,75.0,mg
PMBJP-2553,MOL-00838,1.0,%
PMBJP-2554,MOL-00838,3.0,%
PMBJP-2554,MOL-00388,0.5,%
PMBJP-2555,MOL-00841,50.0,mg
PMBJP-2556,MOL-00864,2.0,%
PMBJP-2557,MOL-00872,0.01,%
PMBJP-2557,MOL-01416,2.0,%
PMBJP-2557,MOL-01501,0.5,%
PMBJP-2558,MOL-01166,10.0,%
PMBJP-2559,MOL-00919,40.0,mg
PMBJP-2559,MOL-00085,5.0,mg
PMBJP-2560,MOL-00919,40.0,mg
PMBJP-2560,MOL-01756,600.0,mg
PMBJP-2561,MOL-00921,200.0,mg
PMBJP-2561,MOL-01547,10.0,mg
PMBJP-2562,MOL-00921,6.0,%
PMBJP-2562,MOL-01253,5.0,%
PMBJP-2562,MOL-00186,2.0,%
PMBJP-2563,MOL-01040,2.0,%
PMBJP-2563,MOL-02181,0.05,%
PMBJP-2563,MOL-00872,0.01,%
PMBJP-2564,MOL-01040,4.0,%
PMBJP-2564,MOL-02181,0.05,%
PMBJP-2564,MOL-00872,0.01,%
PMBJP-2565,MOL-01047,6.0,mg
PMBJP-2566,MOL-01047,10.0,mg
PMBJP-2567,MOL-01054,100.0,mg
PMBJP-2568,MOL-01061,25.0,mg
PMBJP-2569,MOL-01062,10.0,mg
PMBJP-2569,MOL-00673,30.0,mg
PMBJP-2570,MOL-01066,1000.0,mg
PMBJP-2571,MOL-01066,500.0,mg
PMBJP-2572,MOL-01071,150.0,mcg
PMBJP-2572,MOL-01449,160.0,mcg
PMBJP-2573,MOL-01071,150.0,mcg
PMBJP-2573,MOL-01449,320.0,mcg
PMBJP-2574,MOL-01071,150.0,mcg
PMBJP-2574,MOL-01449,80.0,mcg
PMBJP-2575,MOL-01124,20.0,mcg
PMBJP-2576,MOL-01154,1.0,%
PMBJP-2577,MOL-01158,1.5,mg
PMBJP-2577,MOL-00041,200.0,mg
PMBJP-2578,MOL-01175,2.0,%
PMBJP-2578,MOL-02321,1.0,%
PMBJP-2579,MOL-01175,2.0,%
PMBJP-2580,MOL-01176,2.5,%
PMBJP-2581,MOL-01181,3.0,g
PMBJP-2581,MOL-01782,75.0,mg
PMBJP-2582,MOL-01209,50.0,mcg
PMBJP-2582,MOL-02132,5.0,mg
PMBJP-2583,MOL-00895,15.0,mg
PMBJP-2584,MOL-01227,1000.0,mg
PMBJP-2585,MOL-01237,5.0,mg
PMBJP-2585,MOL-01453,10.0,mg
PMBJP-2585,MOL-00080,75.0,mg
PMBJP-2586,MOL-01239,20.0,mg
PMBJP-2586,MOL-00416,4.0,mg
PMBJP-2587,MOL-01239,20.0,mg
PMBJP-2588,MOL-01240,100.0,mg
PMBJP-2588,MOL-00337,25.0,mg
PMBJP-2588,MOL-00746,200.0,mg
PMBJP-2589,MOL-01240,150.0,mg
PMBJP-2589,MOL-00337,37.5,mg
PMBJP-2589,MOL-00746,200.0,mg
PMBJP-2590,MOL-01240,50.0,mg
PMBJP-2590,MOL-00337,12.5,mg
PMBJP-2590,MOL-00746,200.0,mg
PMBJP-2591,MOL-01253,1.5,%
PMBJP-2591,MOL-01519,0.3,%
PMBJP-2592,MOL-01253,2.5,%
PMBJP-2592,MOL-01779,2.5,%
PMBJP-2594,MOL-01253,4.0,%
PMBJP-2594,MOL-01410,1.0,%
PMBJP-2594,MOL-02025,7.0,%
PMBJP-2595,MOL-01256,2.5,mg
PMBJP-2595,MOL-00551,10.0,mg
PMBJP-2596,MOL-01256,2.5,mg
PMBJP-2596,MOL-00551,5.0,mg
PMBJP-2597,MOL-01256,2.5,mg
PMBJP-2597,MOL-01368,850.0,mg
PMBJP-2598,MOL-01256,5.0,mg
PMBJP-2598,MOL-00551,10.0,mg
PMBJP-2599,MOL-01256,5.0,mg
PMBJP-2599,MOL-00551,5.0,mg
PMBJP-2601,MOL-01274,0.5,mg
PMBJP-2602,MOL-01379,25.0,mg
PMBJP-2603,MOL-01379,50.0,mg
PMBJP-2604,MOL-01410,2.0,%
PMBJP-2604,MOL-01468,2.0,%
PMBJP-2605,MOL-01416,20.0,mg
PMBJP-2605,MOL-01449,1.0,mg
PMBJP-2605,MOL-01475,10.0,mg
PMBJP-2606,MOL-01448,200.0,mg
PMBJP-2607,MOL-01453,10.0,mg
PMBJP-2607,MOL-00712,10.0,mg
PMBJP-2608,MOL-01165,8.7,%
PMBJP-2608,MOL-00211,2.0,%
PMBJP-2609,MOL-01478,2.0,%
PMBJP-2610,MOL-01501,3400.0,iu
PMBJP-2610,MOL-01748,5000.0,iu
PMBJP-2610,MOL-00185,400.0,iu
PMBJP-2611,MOL-01503,0.5,mg
PMBJP-2612,MOL-01503,2.5,mg
PMBJP-2613,MOL-01533,50.0,mg
PMBJP-2614,MOL-01533,100.0,mg
PMBJP-2615,MOL-01542,10.0,mg
PMBJP-2616,MOL-01558,100.0,mg
PMBJP-2616,MOL-01410,200.0,mg
PMBJP-2618,MOL-01626,100.0,mg
PMBJP-2619,MOL-01626,400.0,mg
PMBJP-2620,MOL-01630,10.0,mg
PMBJP-2620,MOL-00915,20.0,mg
PMBJP-2620,MOL-00332,2.0,mg
PMBJP-2620,MOL-00113,10.0,mg
PMBJP-2620,MOL-00644,10.0,mg
PMBJP-2621,MOL-01630,60.0,mg
PMBJP-2621,MOL-00915,75.0,mg
PMBJP-2622,MOL-01756,5.0,%
PMBJP-2623,MOL-01761,5.0,%
PMBJP-2624,MOL-01820,300.0,mg
PMBJP-2625,MOL-01842,0.5,mg
PMBJP-2626,MOL-01842,1.0,mg
PMBJP-2627,MOL-01951,200.0,mcg
PMBJP-2628,MOL-01951,400.0,mcg
PMBJP-2629,MOL-01958,2.0,%
PMBJP-2630,MOL-01965,20.0,mg
PMBJP-2631,MOL-01978,1.0,mg
PMBJP-2632,MOL-01979,100.0,mg
PMBJP-2632,MOL-01368,500.0,mg
PMBJP-2634,MOL-00354,2.0,%
PMBJP-2635,MOL-02072,40.0,mg
PMBJP-2635,MOL-00254,2.5,mg
PMBJP-2636,MOL-02072,40.0,mg
PMBJP-2636,MOL-00254,5.0,mg
PMBJP-2637,MOL-02078,20.0,mg
PMBJP-2637,MOL-01368,1000.0,mg
PMBJP-2637,MOL-01724,15.0,mg
PMBJP-2638,MOL-02078,20.0,mg
PMBJP-2638,MOL-01368,500.0,mg
PMBJP-2638,MOL-01724,15.0,mg
PMBJP-2639,MOL-02086,1.0,%
PMBJP-2641,MOL-02146,0.3,%
PMBJP-2641,MOL-00875,0.1,%
PMBJP-2642,MOL-02149,2.0,%
PMBJP-2643,MOL-02149,11.0,mg
PMBJP-2644,MOL-02149,22.0,mg
PMBJP-2645,MOL-02149,10.0,mg
PMBJP-2646,MOL-02149,5.0,mg
PMBJP-2647,MOL-02157,150.0,mg
PMBJP-2647,MOL-00619,50.0,mg
PMBJP-2648,MOL-02163,10.0,mg
PMBJP-2648,MOL-00085,5.0,mg
PMBJP-2649,MOL-02169,50.0,mg
PMBJP-2649,MOL-00619,75.0,mg
PMBJP-2650,MOL-02173,10.0,mg
PMBJP-2651,MOL-02189,,
PMBJP-2652,MOL-02224,0.5,mg
PMBJP-2653,MOL-02274,100.0,mg
PMBJP-2653,MOL-01368,1000.0,mg
PMBJP-2654,MOL-02274,100.0,mg
PMBJP-2654,MOL-01368,500.0,mg
PMBJP-2655,MOL-02274,50.0,mg
PMBJP-2655,MOL-01368,1000.0,mg
PMBJP-2656,MOL-02274,50.0,mg
PMBJP-2656,MOL-01368,500.0,mg
PMBJP-2657,MOL-00031,200.0,mg
PMBJP-2658,MOL-00094,25.0,mg
PMBJP-2659,MOL-00094,100.0,mg
PMBJP-2660,MOL-00094,200.0,mg
PMBJP-2661,MOL-00094,300.0,mg
PMBJP-2662,MOL-00094,400.0,mg
PMBJP-2663,MOL-00287,160.0,mcg
PMBJP-2663,MOL-00899,4.5,mcg
PMBJP-2664,MOL-00302,20.0,mg
PMBJP-2665,MOL-00302,40.0,mg
PMBJP-2666,MOL-00302,60.0,mg
PMBJP-2667,MOL-00347,1.5,mg
PMBJP-2668,MOL-00347,3.0,mg
PMBJP-2669,MOL-00347,4.5,mg
PMBJP-2670,MOL-00347,6.0,mg
PMBJP-2671,MOL-00362,250.0,mg
PMBJP-2672,MOL-00362,500.0,mg
PMBJP-2673,MOL-00362,1.0,g
PMBJP-2674,MOL-00460,,
PMBJP-2675,MOL-00527,15.0,mg
PMBJP-2676,MOL-00961,60.0,mg
PMBJP-2676,MOL-01368,1000.0,mg
PMBJP-2677,MOL-00551,10.0,mg
PMBJP-2677,MOL-02274,100.0,mg
PMBJP-2677,MOL-01368,1000.0,mg
PMBJP-2678,MOL-00551,10.0,mg
PMBJP-2678,MOL-02274,100.0,mg
PMBJP-2678,MOL-01368,500.0,mg
PMBJP-2679,MOL-00583,10.0,mg
PMBJP-2680,MOL-00593,6.0,mg
PMBJP-2681,MOL-00593,2.0,mg
PMBJP-2682,MOL-00674,10.0,mg
PMBJP-2683,MOL-00674,5.0,mg
PMBJP-2684,MOL-00814,0.25,mg
PMBJP-2685,MOL-00814,0.5,mg
PMBJP-2686,MOL-00814,5.0,mg
PMBJP-2687,MOL-00814,10.0,mg
PMBJP-2688,MOL-00838,1.0,%
PMBJP-2689,MOL-00839,1.0,%
PMBJP-2690,MOL-00873,,
PMBJP-2691,MOL-01033,25.0,mg
PMBJP-2692,MOL-01036,10.0,mg
PMBJP-2693,MOL-01036,5.0,mg
PMBJP-2694,MOL-01083,500.0,mg
PMBJP-2695,MOL-01154,130.0,mg
PMBJP-2696,MOL-01154,65.0,mg
PMBJP-2697,MOL-01154,1.0,%
PMBJP-2698,MOL-01237,2.5,mg
PMBJP-2699,MOL-01237,5.0,mg
PMBJP-2700,MOL-01256,5.0,mg
PMBJP-2700,MOL-01368,1000.0,mg
PMBJP-2701,MOL-01298,20.0,mg
PMBJP-2702,MOL-01298,40.0,mg
PMBJP-2703,MOL-01298,80.0,mg
PMBJP-2704,MOL-01317,150.0,mg
PMBJP-2705,MOL-01331,1500.0,mcg
PMBJP-2706,MOL-01368,250.0,mg
PMBJP-2707,MOL-01407,50.0,mg
PMBJP-2707,MOL-01033,12.5,mg
PMBJP-2708,MOL-01453,4.0,mg
PMBJP-2708,MOL-00851,60.0,mg
PMBJP-2709,MOL-01576,20.0,mg
PMBJP-2710,MOL-00023,600.0,mg
PMBJP-2710,MOL-01815,50.0,mg
PMBJP-2711,MOL-01488,500.0,mg
PMBJP-2711,MOL-00778,20.0,mg
PMBJP-2712,MOL-01495,10.0,mg
PMBJP-2713,MOL-01519,30.0,mg
PMBJP-2714,MOL-01519,60.0,mg
PMBJP-2715,MOL-01556,20.0,mg
PMBJP-2716,MOL-01556,30.0,mg
PMBJP-2717,MOL-01556,50.0,mcg
PMBJP-2718,MOL-01556,100.0,mcg
PMBJP-2719,MOL-01561,100.0,mg
PMBJP-2720,MOL-01561,150.0,mg
PMBJP-2721,MOL-01564,40.0,mg
PMBJP-2721,MOL-00097,5.0,mg
PMBJP-2722,MOL-01564,20.0,mg
PMBJP-2722,MOL-00437,10.0,mg
PMBJP-2722,MOL-00420,12.5,mg
PMBJP-2723,MOL-01564,20.0,mg
PMBJP-2723,MOL-00437,10.0,mg
PMBJP-2723,MOL-00420,6.25,mg
PMBJP-2724,MOL-01564,40.0,mg
PMBJP-2724,MOL-00437,10.0,mg
PMBJP-2724,MOL-00420,12.5,mg
PMBJP-2725,MOL-01588,30.0,mg
PMBJP-2726,MOL-01623,,
PMBJP-2727,MOL-01718,5.0,mg
PMBJP-2728,MOL-01845,100.0,mg
PMBJP-2729,MOL-01885,2.0,mg
PMBJP-2730,MOL-01885,3.0,mg
PMBJP-2731,MOL-01889,15.0,mg
PMBJP-2732,MOL-01889,2.5,mg
PMBJP-2733,MOL-01890,1.5,mg
PMBJP-2734,MOL-01890,3.0,mg
PMBJP-2735,MOL-01890,4.5,mg
PMBJP-2736,MOL-01890,6.0,mg
PMBJP-2737,MOL-01890,9.0,mg
PMBJP-2738,MOL-01890,18.0,mg
PMBJP-2739,MOL-01890,27.0,mg
PMBJP-2740,MOL-01891,5.0,mg
PMBJP-2741,MOL-01891,10.0,mg
PMBJP-2742,MOL-01897,250.0,mcg
PMBJP-2742,MOL-02002,250.0,mcg
PMBJP-2743,MOL-01897,500.0,mcg
PMBJP-2743,MOL-02002,500.0,mcg
PMBJP-2744,MOL-01209,0.005,%
PMBJP-2745,MOL-01965,100.0,mg
PMBJP-2746,MOL-01979,50.0,mg
PMBJP-2746,MOL-00962,1.0,mg
PMBJP-2746,MOL-01368,1000.0,mg
PMBJP-2747,MOL-01979,50.0,mg
PMBJP-2747,MOL-00962,2.0,mg
PMBJP-2747,MOL-01368,1000.0,mg
PMBJP-2748,MOL-02015,50.0,mg
PMBJP-2749,MOL-02015,100.0,mg
PMBJP-2750,MOL-02047,10.0,mg
PMBJP-2751,MOL-02047,20.0,mg
PMBJP-2752,MOL-02047,2.5,mg
PMBJP-2753,MOL-02047,5.0,mg
PMBJP-2754,MOL-02047,10.0,mg
PMBJP-2755,MOL-02078,20.0,mg
PMBJP-2755,MOL-00551,10.0,mg
PMBJP-2755,MOL-01368,1000.0,mg
PMBJP-2756,MOL-02078,20.0,mg
PMBJP-2756,MOL-00551,10.0,mg
PMBJP-2756,MOL-01368,500.0,mg
PMBJP-2757,MOL-01251,62.5,mcg
PMBJP-2758,MOL-02165,20.0,mg
PMBJP-2758,MOL-02015,25.0,mg
PMBJP-2759,MOL-02165,5.0,mg
PMBJP-2759,MOL-02015,50.0,mg
PMBJP-2760,MOL-02179,100.0,mg
PMBJP-2761,MOL-02179,25.0,mg
PMBJP-2762,MOL-02190,250.0,mg
PMBJP-2763,MOL-02229,100.0,mg
PMBJP-2764,MOL-02229,300.0,mg
PMBJP-2765,MOL-02254,1000.0,mg
PMBJP-2766,MOL-02254,250.0,mg
PMBJP-2767,MOL-02259,20.0,iu
PMBJP-2768,MOL-02274,50.0,mg
PMBJP-2768,MOL-00551,5.0,mg
PMBJP-2769,MOL-02276,1.0,mg
PMBJP-2770,MOL-02325,5.0,mg
PMBJP-2771,MOL-00864,50.0,mg
PMBJP-2772,MOL-00864,200.0,mg
PMBJP-2773,MOL-00864,400.0,mg
PMBJP-2774,MOL-00864,2.0,mg
PMBJP-2785,MOL-00008,500.0,mg
PMBJP-2786,MOL-00097,5.0,mg
PMBJP-2786,MOL-00738,5.0,mg
PMBJP-2787,MOL-00097,1.5,mg
PMBJP-2787,MOL-01072,1.5,mg
PMBJP-2788,MOL-00024,75.0,mg
PMBJP-2788,MOL-01903,75.0,mg
PMBJP-2788,MOL-00473,75.0,mg
PMBJP-2789,MOL-00153,12.5,mg
PMBJP-2789,MOL-00420,12.5,mg
PMBJP-2790,MOL-00153,12.5,mg
PMBJP-2790,MOL-00420,12.5,mg
PMBJP-2791,MOL-00153,2.5,mg
PMBJP-2791,MOL-01072,2.5,mg
PMBJP-2792,MOL-00153,50.0,mg
PMBJP-2792,MOL-01288,50.0,mg
PMBJP-2793,MOL-00153,20.0,mg
PMBJP-2793,MOL-01519,20.0,mg
PMBJP-2794,MOL-00155,10.0,mg
PMBJP-2795,MOL-00173,20.0,%
PMBJP-2796,MOL-00210,40.0,mg
PMBJP-2796,MOL-02072,40.0,mg
PMBJP-2797,MOL-00219,5.0,%
PMBJP-2798,MOL-00219,5.0,%
PMBJP-2799,MOL-00294,10.0,mg
PMBJP-2800,MOL-00294,5.0,mg
PMBJP-2801,MOL-00336,100.0,mcg
PMBJP-2802,MOL-00471,10.0,mg
PMBJP-2802,MOL-01799,10.0,mg
PMBJP-2803,MOL-00471,20.0,mg
PMBJP-2803,MOL-01799,20.0,mg
PMBJP-2804,MOL-00471,20.0,mg
PMBJP-2804,MOL-01799,20.0,mg
PMBJP-2805,MOL-00145,,
PMBJP-2805,MOL-02285,,
PMBJP-2805,MOL-01511,,
PMBJP-2806,MOL-00749,40.0,mg
PMBJP-2807,MOL-00855,300.0,mcg
PMBJP-2808,MOL-00861,100.0,mg
PMBJP-2809,MOL-00861,50.0,mg
PMBJP-2810,MOL-00878,10.0,mg
PMBJP-2811,MOL-00878,60.0,mg
PMBJP-2812,MOL-00961,500.0,mg
PMBJP-2812,MOL-01724,500.0,mg
PMBJP-2812,MOL-01368,500.0,mg
PMBJP-2813,MOL-00961,500.0,mg
PMBJP-2813,MOL-01724,500.0,mg
PMBJP-2813,MOL-01368,500.0,mg
PMBJP-2814,MOL-00975,12.0,%
PMBJP-2815,MOL-00975,6.0,%
PMBJP-2816,MOL-00976,1.0,mg
PMBJP-2817,MOL-00976,2.0,mg
PMBJP-2818,MOL-01000,2.0,%
PMBJP-2818,MOL-00920,2.0,%
PMBJP-2819,MOL-01028,,
PMBJP-2819,MOL-02243,,
PMBJP-2820,MOL-01053,140.0,mg
PMBJP-2821,MOL-01069,2.0,mg
PMBJP-2821,MOL-00616,2.0,mg
PMBJP-2822,MOL-01069,5.0,mg
PMBJP-2822,MOL-00616,5.0,mg
PMBJP-2823,MOL-02096,250.0,mg
PMBJP-2824,MOL-01216,4.0,mg
PMBJP-2825,MOL-01228,500.0,mg
PMBJP-2826,MOL-01288,6.25,mg
PMBJP-2826,MOL-00420,6.25,mg
PMBJP-2827,MOL-01288,2.5,mg
PMBJP-2827,MOL-01917,2.5,mg
PMBJP-2828,MOL-01339,10.0,mg
PMBJP-2828,MOL-02325,10.0,mg
PMBJP-2829,MOL-01339,5.0,mg
PMBJP-2829,MOL-02325,5.0,mg
PMBJP-2830,MOL-01395,10.0,mg
PMBJP-2831,MOL-01395,18.0,mg
PMBJP-2832,MOL-01395,20.0,mg
PMBJP-2833,MOL-01395,5.0,mg
PMBJP-2834,MOL-01407,6.25,mg
PMBJP-2834,MOL-00420,6.25,mg
PMBJP-2835,MOL-01407,12.5,mg
PMBJP-2835,MOL-00420,12.5,mg
PMBJP-2836,MOL-01407,6.25,mg
PMBJP-2836,MOL-00420,6.25,mg
PMBJP-2837,MOL-01435,5.0,mg
PMBJP-2838,MOL-01485,50.0,mg
PMBJP-2839,MOL-01525,30.0,mg
PMBJP-2840,MOL-01564,12.5,mg
PMBJP-2840,MOL-00097,12.5,mg
PMBJP-2840,MOL-00420,12.5,mg
PMBJP-2841,MOL-01564,25.0,mg
PMBJP-2841,MOL-01407,25.0,mg
PMBJP-2842,MOL-01564,50.0,mg
PMBJP-2842,MOL-01407,50.0,mg
PMBJP-2843,MOL-01580,50.0,mg
PMBJP-2844,MOL-01580,50.0,mg
PMBJP-2845,MOL-01585,60.0,mg
PMBJP-2846,MOL-01683,2.0,mg
PMBJP-2847,MOL-01683,4.0,mg
PMBJP-2848,MOL-01724,2.0,mg
PMBJP-2848,MOL-00962,2.0,mg
PMBJP-2849,MOL-01745,2.0,mg
PMBJP-2850,MOL-01903,10.0,mg
PMBJP-2850,MOL-00422,1000.0,iu
PMBJP-2851,MOL-01903,10.0,mg
PMBJP-2851,MOL-00820,10.0,mg
PMBJP-2852,MOL-01903,10.0,mg
PMBJP-2852,MOL-00820,10.0,mg
PMBJP-2853,MOL-01903,20.0,mg
PMBJP-2853,MOL-00473,75.0,mg
PMBJP-2854,MOL-01922,50.0,mg
PMBJP-2855,MOL-01917,12.5,mg
PMBJP-2855,MOL-01033,12.5,mg
PMBJP-2856,MOL-01979,500.0,mg
PMBJP-2856,MOL-01724,500.0,mg
PMBJP-2856,MOL-01368,500.0,mg
PMBJP-2857,MOL-01918,2.5,mg
PMBJP-2857,MOL-01917,2.5,mg
PMBJP-2858,MOL-01918,5.0,mg
PMBJP-2858,MOL-01917,5.0,mg
PMBJP-2859,MOL-01918,20.0,mg
PMBJP-2859,MOL-02072,20.0,mg
PMBJP-2860,MOL-02072,1.5,mg
PMBJP-2860,MOL-01072,1.5,mg
PMBJP-2861,MOL-02072,10.0,mg
PMBJP-2861,MOL-01903,10.0,mg
PMBJP-2862,MOL-02072,2.5,mg
PMBJP-2862,MOL-01917,2.5,mg
PMBJP-2863,MOL-02072,5.0,mg
PMBJP-2863,MOL-01917,5.0,mg
PMBJP-2864,MOL-02124,12.5,mg
PMBJP-2865,MOL-02150,50.0,mg
PMBJP-2866,MOL-02193,1.0,mg
PMBJP-2866,MOL-02198,1.0,mg
PMBJP-2867,MOL-02193,2.0,mg
PMBJP-2867,MOL-02198,2.0,mg
PMBJP-2868,MOL-02296,80.0,mg
PMBJP-2868,MOL-01368,80.0,mg
PMBJP-2868,MOL-00961,80.0,mg
PMBJP-2869,MOL-02296,80.0,mg
PMBJP-2869,MOL-01368,80.0,mg
PMBJP-2869,MOL-00961,80.0,mg
PMBJP-2870,MOL-00366,250.0,mg
PMBJP-2871,MOL-00365,1000.0,mg
PMBJP-2871,MOL-02062,125.0,mg
PMBJP-2872,MOL-00432,200.0,mcg
PMBJP-2872,MOL-00899,6.0,mcg
PMBJP-2872,MOL-02138,9.0,mcg
PMBJP-2873,MOL-00672,50.0,mg
PMBJP-2873,MOL-00737,200.0,mg
